Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
17-Jan-23,EQ,"1,589.80","1,611.00","1,577.50","1,585.30","1,607.45","1,608.90","1,602.40","1,722.10","1,271.60","53,93,177","8,64,20,51,691.35","1,36,682"
18-Jan-23,EQ,"1,605.00","1,641.60","1,599.70","1,608.90","1,637.15","1,637.30","1,631.33","1,722.10","1,271.60","95,45,321","15,57,15,75,456.30","2,73,645"
19-Jan-23,EQ,"1,637.00","1,650.00","1,633.00","1,637.30","1,640.10","1,644.10","1,643.36","1,722.10","1,271.60","55,86,081","9,17,99,47,870.95","2,12,074"
20-Jan-23,EQ,"1,644.10","1,669.00","1,643.40","1,644.10","1,659.25","1,660.95","1,661.60","1,722.10","1,271.60","94,21,702","15,65,50,96,016.05","1,83,678"
23-Jan-23,EQ,"1,666.25","1,682.60","1,661.40","1,660.95","1,671.90","1,673.10","1,674.88","1,722.10","1,271.60","77,22,200","12,93,37,89,977.65","3,02,449"
24-Jan-23,EQ,"1,675.05","1,702.40","1,675.00","1,673.10","1,693.00","1,695.50","1,692.57","1,722.10","1,271.60","1,24,91,970","21,14,35,17,490.30","2,29,064"
25-Jan-23,EQ,"1,691.40","1,692.95","1,645.30","1,695.50","1,649.70","1,648.65","1,657.89","1,722.10","1,271.60","73,52,071","12,18,89,18,619.35","1,90,090"
27-Jan-23,EQ,"1,632.00","1,637.00","1,589.95","1,648.65","1,614.80","1,615.80","1,614.04","1,722.10","1,271.60","1,75,89,974","28,39,09,35,612.35","3,64,306"
30-Jan-23,EQ,"1,595.00","1,625.30","1,582.00","1,615.80","1,617.40","1,614.15","1,603.35","1,722.10","1,271.60","92,56,411","14,84,12,78,614.15","2,82,514"
31-Jan-23,EQ,"1,619.70","1,622.70","1,595.00","1,614.15","1,605.80","1,603.50","1,606.73","1,722.10","1,271.60","92,98,122","14,93,95,88,504.95","3,13,012"
01-Feb-23,EQ,"1,624.00","1,665.00","1,606.00","1,603.50","1,625.50","1,627.55","1,633.55","1,722.10","1,271.60","86,51,395","14,13,24,76,806.60","2,30,246"
02-Feb-23,EQ,"1,608.10","1,624.50","1,588.75","1,627.55","1,605.70","1,603.35","1,601.95","1,722.10","1,271.60","87,48,553","14,01,47,86,208.00","2,72,747"
03-Feb-23,EQ,"1,611.00","1,660.50","1,607.00","1,603.35","1,658.25","1,658.80","1,641.97","1,722.10","1,271.60","72,05,550","11,83,12,79,561.50","2,96,046"
06-Feb-23,EQ,"1,660.00","1,669.40","1,646.20","1,658.80","1,650.00","1,651.75","1,656.81","1,722.10","1,271.60","55,83,836","9,25,13,44,923.60","1,60,975"
07-Feb-23,EQ,"1,659.40","1,664.90","1,632.60","1,651.75","1,652.00","1,654.20","1,650.73","1,722.10","1,271.60","51,32,294","8,47,20,10,812.25","1,54,701"
08-Feb-23,EQ,"1,654.25","1,668.20","1,650.00","1,654.20","1,652.00","1,654.00","1,658.26","1,722.10","1,271.60","42,22,413","7,00,18,61,740.25","1,22,581"
09-Feb-23,EQ,"1,660.00","1,661.65","1,635.55","1,654.00","1,650.20","1,650.55","1,646.47","1,722.10","1,271.60","58,88,668","9,69,55,34,662.35","1,56,658"
10-Feb-23,EQ,"1,648.80","1,658.50","1,642.20","1,650.55","1,652.30","1,657.10","1,652.80","1,722.10","1,271.60","40,86,058","6,75,34,56,557.50","1,12,380"
13-Feb-23,EQ,"1,655.00","1,661.75","1,644.55","1,657.10","1,658.80","1,658.35","1,653.05","1,722.10","1,271.60","28,68,472","4,74,17,28,896.75","1,28,413"
14-Feb-23,EQ,"1,665.00","1,677.50","1,657.95","1,658.35","1,672.00","1,673.70","1,667.58","1,722.10","1,271.60","54,54,296","9,09,55,01,854.70","1,88,196"
15-Feb-23,EQ,"1,678.00","1,678.00","1,656.75","1,673.70","1,670.00","1,670.30","1,666.60","1,722.10","1,271.60","57,19,356","9,53,18,63,377.00","1,31,147"
16-Feb-23,EQ,"1,673.20","1,681.90","1,661.00","1,670.30","1,663.45","1,664.25","1,674.01","1,722.10","1,271.60","40,31,250","6,74,83,66,478.80","1,12,501"
17-Feb-23,EQ,"1,661.00","1,668.15","1,642.95","1,664.25","1,656.00","1,655.90","1,654.92","1,722.10","1,271.60","44,78,135","7,41,09,51,450.25","1,16,571"
20-Feb-23,EQ,"1,660.00","1,669.45","1,634.80","1,655.90","1,640.50","1,640.35","1,653.10","1,722.10","1,271.60","40,43,353","6,68,40,47,187.45","1,61,532"
21-Feb-23,EQ,"1,640.00","1,662.35","1,634.00","1,640.35","1,649.95","1,646.50","1,647.50","1,722.10","1,271.60","61,94,648","10,20,56,67,202.40","1,67,166"
22-Feb-23,EQ,"1,639.00","1,641.95","1,609.05","1,646.50","1,614.20","1,614.20","1,622.70","1,722.10","1,271.60","51,79,551","8,40,48,52,589.05","1,39,134"
23-Feb-23,EQ,"1,613.00","1,618.85","1,592.10","1,614.20","1,604.00","1,603.25","1,603.00","1,722.10","1,271.60","1,39,41,005","22,34,74,75,793.50","2,27,065"
24-Feb-23,EQ,"1,617.90","1,617.90","1,585.20","1,603.25","1,588.50","1,588.95","1,594.44","1,722.10","1,271.60","85,30,870","13,60,19,92,894.90","1,79,066"
27-Feb-23,EQ,"1,585.90","1,599.00","1,577.30","1,588.95","1,598.65","1,592.90","1,590.06","1,722.10","1,271.60","71,56,486","11,37,92,44,627.25","1,43,487"
28-Feb-23,EQ,"1,592.00","1,605.30","1,588.70","1,592.90","1,603.00","1,599.60","1,597.73","1,722.10","1,271.60","94,96,996","15,17,36,65,803.80","1,28,911"
01-Mar-23,EQ,"1,612.00","1,613.00","1,595.75","1,599.60","1,599.00","1,598.05","1,601.75","1,722.10","1,271.60","70,68,628","11,32,21,67,673.75","1,70,088"
02-Mar-23,EQ,"1,594.00","1,605.95","1,582.00","1,598.05","1,583.90","1,584.45","1,591.80","1,722.10","1,271.60","86,95,907","13,84,21,64,334.75","1,45,929"
03-Mar-23,EQ,"1,596.00","1,620.00","1,588.00","1,584.45","1,615.25","1,615.90","1,610.57","1,722.10","1,271.60","74,93,117","12,06,81,76,740.30","1,47,003"
06-Mar-23,EQ,"1,620.00","1,639.45","1,618.05","1,615.90","1,628.35","1,627.30","1,631.52","1,722.10","1,271.60","1,35,02,355","22,02,93,57,861.45","1,70,565"
08-Mar-23,EQ,"1,620.00","1,639.50","1,620.00","1,627.30","1,630.00","1,630.55","1,628.76","1,722.10","1,271.60","1,00,49,887","16,36,88,28,094.50","1,69,090"
09-Mar-23,EQ,"1,629.95","1,645.95","1,627.00","1,630.55","1,630.00","1,630.70","1,636.24","1,722.10","1,271.60","1,03,50,083","16,93,52,18,497.40","1,38,340"
10-Mar-23,EQ,"1,610.45","1,613.75","1,585.00","1,630.70","1,588.10","1,588.65","1,594.45","1,722.10","1,271.60","1,36,93,500","21,83,35,68,464.50","2,16,265"
13-Mar-23,EQ,"1,587.90","1,603.80","1,564.95","1,588.65","1,571.50","1,568.55","1,584.50","1,722.10","1,271.60","1,32,21,775","20,94,98,79,575.00","1,64,259"
14-Mar-23,EQ,"1,570.25","1,583.60","1,559.30","1,568.55","1,568.00","1,564.35","1,570.59","1,722.10","1,271.60","1,65,92,806","26,06,05,11,633.95","1,93,032"
15-Mar-23,EQ,"1,578.00","1,582.90","1,536.60","1,564.35","1,542.95","1,541.90","1,559.54","1,722.10","1,271.60","1,86,32,377","29,05,80,23,463.95","2,09,694"
16-Mar-23,EQ,"1,539.00","1,559.10","1,532.05","1,541.90","1,552.10","1,551.90","1,547.23","1,722.10","1,271.60","1,08,76,671","16,82,87,24,100.65","2,25,162"
17-Mar-23,EQ,"1,557.50","1,579.20","1,540.00","1,551.90","1,578.65","1,572.65","1,555.94","1,722.10","1,271.60","1,14,75,438","17,85,50,50,758.60","1,77,856"
20-Mar-23,EQ,"1,567.95","1,568.10","1,545.40","1,572.65","1,563.00","1,561.75","1,554.24","1,722.10","1,271.60","1,32,51,557","20,59,61,24,335.40","1,94,499"
21-Mar-23,EQ,"1,571.95","1,582.50","1,556.20","1,561.75","1,577.30","1,579.45","1,566.20","1,722.10","1,271.60","1,65,25,247","25,88,17,67,757.50","1,66,646"
22-Mar-23,EQ,"1,584.00","1,586.05","1,565.30","1,579.45","1,573.70","1,575.80","1,573.31","1,722.10","1,271.60","70,88,662","11,15,26,57,442.95","1,39,019"
23-Mar-23,EQ,"1,567.75","1,590.35","1,558.55","1,575.80","1,561.00","1,563.15","1,576.46","1,722.10","1,271.60","1,41,82,089","22,35,75,56,930.90","1,71,995"
24-Mar-23,EQ,"1,560.00","1,573.90","1,554.95","1,563.15","1,559.65","1,560.65","1,565.66","1,722.10","1,271.60","1,57,38,874","24,64,17,90,955.35","1,71,286"
27-Mar-23,EQ,"1,562.20","1,579.45","1,558.90","1,560.65","1,560.70","1,567.45","1,569.43","1,722.10","1,271.60","1,59,36,003","25,01,05,12,320.00","1,71,004"
28-Mar-23,EQ,"1,565.70","1,582.90","1,564.10","1,567.45","1,581.60","1,580.20","1,574.78","1,722.10","1,271.60","1,96,38,151","30,92,58,14,365.90","1,95,952"
29-Mar-23,EQ,"1,584.00","1,602.00","1,581.90","1,580.20","1,593.00","1,587.80","1,591.40","1,722.10","1,271.60","1,98,81,806","31,63,98,48,468.25","2,08,681"
31-Mar-23,EQ,"1,595.60","1,612.95","1,592.40","1,587.80","1,609.00","1,609.55","1,601.95","1,722.10","1,271.60","1,73,55,614","27,80,28,79,066.75","2,13,559"
03-Apr-23,EQ,"1,607.55","1,615.70","1,602.75","1,609.55","1,609.90","1,610.55","1,608.28","1,722.10","1,271.60","2,00,12,699","32,18,59,70,936.50","1,65,016"
05-Apr-23,EQ,"1,618.60","1,656.00","1,616.00","1,610.55","1,654.00","1,653.75","1,647.03","1,722.10","1,271.60","2,16,82,696","35,71,20,51,912.40","2,85,701"
06-Apr-23,EQ,"1,648.55","1,669.20","1,647.10","1,653.75","1,666.00","1,666.35","1,659.15","1,722.10","1,271.60","2,23,18,672","37,02,99,76,857.60","2,33,336"
10-Apr-23,EQ,"1,663.25","1,671.00","1,654.00","1,666.35","1,655.15","1,658.45","1,662.14","1,702.40","1,271.60","1,59,06,643","26,43,90,42,028.15","1,38,726"
11-Apr-23,EQ,"1,659.00","1,669.40","1,651.10","1,658.45","1,664.95","1,663.30","1,662.57","1,702.40","1,271.60","2,11,80,771","35,21,44,68,680.05","2,00,423"
12-Apr-23,EQ,"1,668.00","1,688.20","1,667.80","1,663.30","1,685.00","1,684.90","1,679.14","1,702.40","1,271.60","1,34,77,752","22,63,09,71,070.95","1,83,654"
13-Apr-23,EQ,"1,688.30","1,697.05","1,678.15","1,684.90","1,695.00","1,692.45","1,686.70","1,702.40","1,271.60","1,76,65,043","29,79,57,08,472.95","1,77,271"
17-Apr-23,EQ,"1,720.00","1,720.00","1,653.30","1,692.45","1,665.05","1,666.65","1,669.13","1,720.00","1,271.60","1,62,02,574","27,04,41,65,347.35","2,42,646"
18-Apr-23,EQ,"1,670.00","1,677.25","1,656.40","1,666.65","1,660.35","1,659.60","1,666.90","1,720.00","1,271.60","1,48,18,613","24,70,12,10,477.55","1,98,013"
19-Apr-23,EQ,"1,665.00","1,670.30","1,657.15","1,659.60","1,668.70","1,665.70","1,664.28","1,720.00","1,271.60","1,23,70,584","20,58,80,90,646.20","1,42,796"
20-Apr-23,EQ,"1,671.70","1,677.45","1,666.40","1,665.70","1,673.00","1,671.90","1,671.10","1,720.00","1,271.60","1,64,61,358","27,50,85,41,645.25","1,71,106"
21-Apr-23,EQ,"1,669.00","1,676.95","1,663.25","1,671.90","1,672.00","1,674.60","1,670.10","1,720.00","1,271.60","1,00,64,309","16,80,83,90,125.10","1,59,632"
24-Apr-23,EQ,"1,687.00","1,691.45","1,674.10","1,674.60","1,689.50","1,688.15","1,681.20","1,720.00","1,271.60","1,78,37,926","29,98,91,17,787.95","1,81,877"
25-Apr-23,EQ,"1,687.70","1,687.70","1,661.90","1,688.15","1,663.60","1,664.15","1,671.96","1,720.00","1,271.60","2,51,76,534","42,09,41,15,747.50","2,30,940"
26-Apr-23,EQ,"1,660.00","1,675.00","1,655.00","1,664.15","1,675.00","1,671.80","1,666.08","1,720.00","1,271.60","1,36,96,375","22,81,93,00,576.90","1,84,866"
27-Apr-23,EQ,"1,670.50","1,685.25","1,665.85","1,671.80","1,680.00","1,681.00","1,673.65","1,720.00","1,271.60","2,38,95,196","39,99,23,03,899.70","2,58,905"
28-Apr-23,EQ,"1,684.70","1,691.00","1,670.00","1,681.00","1,687.15","1,687.60","1,678.51","1,720.00","1,271.60","1,39,58,136","23,42,89,39,295.55","1,82,365"
02-May-23,EQ,"1,688.70","1,699.00","1,682.00","1,687.60","1,682.90","1,687.25","1,692.45","1,720.00","1,271.60","1,61,10,592","27,26,63,77,374.55","1,85,905"
03-May-23,EQ,"1,684.95","1,696.00","1,679.65","1,687.25","1,693.95","1,693.15","1,687.29","1,720.00","1,271.60","1,47,03,635","24,80,92,69,719.05","1,76,478"
04-May-23,EQ,"1,687.10","1,734.45","1,687.10","1,693.15","1,729.00","1,727.80","1,712.72","1,734.45","1,271.60","2,84,27,319","48,68,79,68,070.25","2,55,713"
05-May-23,EQ,"1,639.00","1,660.95","1,622.10","1,727.80","1,626.95","1,625.65","1,640.31","1,734.45","1,271.60","3,13,85,208","51,48,13,96,583.70","6,97,018"
08-May-23,EQ,"1,635.00","1,650.35","1,630.00","1,625.65","1,646.75","1,644.45","1,645.52","1,734.45","1,271.60","1,86,22,262","30,64,32,51,208.65","2,40,839"
09-May-23,EQ,"1,649.90","1,656.00","1,639.95","1,644.45","1,642.75","1,644.50","1,649.29","1,734.45","1,271.60","2,18,44,469","36,02,79,43,472.75","2,70,463"
10-May-23,EQ,"1,644.50","1,654.65","1,633.10","1,644.50","1,652.30","1,652.10","1,644.49","1,734.45","1,271.60","2,31,70,275","38,10,33,10,084.95","2,28,151"
11-May-23,EQ,"1,665.15","1,688.00","1,649.25","1,652.10","1,655.00","1,653.20","1,656.04","1,734.45","1,271.60","1,78,67,309","29,58,89,45,347.95","2,19,658"
12-May-23,EQ,"1,647.00","1,672.80","1,644.25","1,653.20","1,667.95","1,667.80","1,662.68","1,734.45","1,271.60","1,12,39,380","18,68,75,07,675.25","2,00,542"
15-May-23,EQ,"1,672.00","1,680.75","1,665.10","1,667.80","1,677.00","1,675.80","1,676.61","1,734.45","1,271.60","92,56,130","15,51,89,20,431.50","2,04,219"
16-May-23,EQ,"1,671.80","1,671.80","1,644.00","1,675.80","1,646.00","1,647.30","1,654.31","1,734.45","1,271.60","1,63,61,043","27,06,63,15,642.35","2,36,552"
17-May-23,EQ,"1,650.00","1,650.00","1,625.35","1,647.30","1,640.85","1,638.45","1,638.82","1,734.45","1,271.60","1,52,33,434","24,96,49,17,751.70","2,24,112"
18-May-23,EQ,"1,648.00","1,653.95","1,640.00","1,638.45","1,644.50","1,645.00","1,646.05","1,734.45","1,271.60","2,48,23,471","40,86,05,59,448.95","2,78,185"
19-May-23,EQ,"1,648.00","1,650.00","1,631.55","1,645.00","1,646.50","1,646.90","1,641.50","1,734.45","1,271.60","1,52,30,166","25,00,03,35,648.35","1,97,258"
22-May-23,EQ,"1,645.00","1,652.90","1,632.70","1,646.90","1,638.45","1,641.05","1,641.70","1,734.45","1,271.60","1,41,67,016","23,25,79,23,466.55","2,04,936"
23-May-23,EQ,"1,649.00","1,649.60","1,633.45","1,641.05","1,634.05","1,637.20","1,641.32","1,734.45","1,271.60","1,12,35,037","18,44,03,00,706.25","1,98,675"
24-May-23,EQ,"1,627.55","1,634.75","1,613.60","1,637.20","1,615.00","1,615.80","1,624.67","1,734.45","1,271.60","1,67,94,056","27,28,48,71,539.45","2,98,545"
25-May-23,EQ,"1,615.70","1,620.05","1,597.35","1,615.80","1,613.35","1,609.60","1,606.52","1,734.45","1,271.60","1,48,88,465","23,91,85,72,885.90","3,18,672"
26-May-23,EQ,"1,619.00","1,619.00","1,602.25","1,609.60","1,617.00","1,615.80","1,611.17","1,734.45","1,271.60","1,33,17,533","21,45,68,49,112.15","2,47,378"
29-May-23,EQ,"1,628.50","1,641.00","1,624.85","1,615.80","1,630.00","1,635.50","1,636.20","1,734.45","1,271.60","1,09,08,146","17,84,79,15,681.45","2,07,071"
30-May-23,EQ,"1,633.60","1,642.65","1,628.55","1,635.50","1,640.80","1,636.75","1,633.96","1,734.45","1,271.60","1,85,62,964","30,33,11,62,063.85","2,64,829"
31-May-23,EQ,"1,629.90","1,634.95","1,604.65","1,636.75","1,611.20","1,610.85","1,613.25","1,734.45","1,271.60","2,16,67,135","34,95,45,11,959.60","2,91,055"
01-Jun-23,EQ,"1,619.90","1,619.90","1,600.00","1,610.85","1,601.00","1,604.00","1,612.23","1,734.45","1,271.60","2,51,83,469","40,60,14,23,757.55","2,82,772"
02-Jun-23,EQ,"1,612.45","1,614.80","1,601.00","1,604.00","1,605.50","1,606.50","1,607.62","1,734.45","1,271.60","89,29,855","14,35,58,01,663.75","3,16,938"
05-Jun-23,EQ,"1,614.50","1,616.50","1,602.45","1,606.50","1,604.05","1,604.40","1,610.46","1,734.45","1,271.60","93,48,621","15,05,56,21,088.80","1,53,663"
06-Jun-23,EQ,"1,607.65","1,609.85","1,592.25","1,604.40","1,605.00","1,599.40","1,598.09","1,734.45","1,271.60","1,60,91,426","25,71,56,16,381.45","2,33,706"
07-Jun-23,EQ,"1,603.45","1,612.55","1,596.00","1,599.40","1,611.50","1,607.70","1,602.11","1,734.45","1,271.60","1,24,74,513","19,98,55,40,209.25","1,76,230"
08-Jun-23,EQ,"1,603.25","1,626.00","1,603.25","1,607.70","1,608.35","1,608.70","1,617.05","1,734.45","1,271.60","1,86,97,761","30,23,52,56,021.30","2,68,888"
09-Jun-23,EQ,"1,615.90","1,618.50","1,607.00","1,608.70","1,609.50","1,610.60","1,613.79","1,734.45","1,271.60","91,06,289","14,69,56,39,541.25","1,85,235"
12-Jun-23,EQ,"1,612.55","1,615.80","1,599.45","1,610.60","1,600.90","1,600.80","1,604.34","1,734.45","1,271.60","67,04,146","10,75,57,48,258.60","1,56,138"
13-Jun-23,EQ,"1,590.10","1,609.00","1,590.10","1,600.80","1,607.95","1,603.50","1,602.57","1,734.45","1,271.60","1,39,63,054","22,37,68,05,987.05","1,84,386"
14-Jun-23,EQ,"1,610.45","1,612.00","1,600.20","1,603.50","1,601.75","1,601.75","1,606.76","1,734.45","1,271.60","1,00,56,984","16,15,91,16,681.25","1,74,004"
15-Jun-23,EQ,"1,604.00","1,605.95","1,579.00","1,601.75","1,580.55","1,582.05","1,590.41","1,734.45","1,271.60","1,76,88,738","28,13,24,06,376.20","2,71,848"
16-Jun-23,EQ,"1,587.15","1,609.20","1,584.00","1,582.05","1,602.50","1,602.75","1,598.25","1,734.45","1,271.60","78,89,636","12,60,95,94,950.00","1,81,546"
19-Jun-23,EQ,"1,611.00","1,614.25","1,598.35","1,602.75","1,604.90","1,604.15","1,606.00","1,734.45","1,294.15","1,24,14,573","19,93,77,59,557.10","1,62,051"
20-Jun-23,EQ,"1,604.15","1,611.00","1,590.65","1,604.15","1,609.40","1,607.50","1,599.68","1,734.45","1,294.15","1,00,02,813","16,00,12,91,895.20","2,87,119"
21-Jun-23,EQ,"1,616.00","1,637.25","1,611.00","1,607.50","1,635.55","1,635.60","1,628.22","1,734.45","1,294.15","1,21,54,473","19,79,01,44,100.50","2,76,058"
22-Jun-23,EQ,"1,640.00","1,657.55","1,639.05","1,635.60","1,644.80","1,643.60","1,646.70","1,734.45","1,294.15","2,82,98,070","46,59,85,24,688.10","3,67,511"
23-Jun-23,EQ,"1,637.55","1,659.90","1,634.05","1,643.60","1,642.90","1,643.50","1,649.49","1,734.45","1,294.15","1,06,69,609","17,59,94,09,604.40","2,48,242"
26-Jun-23,EQ,"1,645.00","1,650.75","1,628.70","1,643.50","1,635.70","1,635.55","1,637.33","1,734.45","1,330.05","80,65,157","13,20,53,20,442.40","1,99,872"
27-Jun-23,EQ,"1,642.95","1,672.90","1,638.55","1,635.55","1,658.25","1,658.60","1,654.06","1,734.45","1,330.05","1,69,15,932","27,97,99,20,820.40","3,14,003"
28-Jun-23,EQ,"1,670.00","1,679.90","1,660.50","1,658.60","1,673.10","1,676.15","1,673.30","1,734.45","1,330.05","2,97,81,475","49,83,32,44,547.95","4,39,006"
30-Jun-23,EQ,"1,704.00","1,708.80","1,683.25","1,676.15","1,700.75","1,701.40","1,698.70","1,734.45","1,330.05","2,03,49,508","34,56,76,75,938.75","3,26,058"
03-Jul-23,EQ,"1,712.50","1,757.50","1,710.00","1,701.40","1,721.00","1,719.80","1,733.31","1,757.50","1,337.00","2,20,52,058","38,22,31,61,666.50","5,40,520"
04-Jul-23,EQ,"1,723.45","1,747.00","1,713.80","1,719.80","1,725.00","1,728.20","1,731.04","1,757.50","1,337.00","1,93,97,594","33,57,79,54,092.40","3,79,487"
05-Jul-23,EQ,"1,716.25","1,720.00","1,668.55","1,728.20","1,676.60","1,673.30","1,681.63","1,757.50","1,337.00","1,85,82,877","31,24,95,28,816.15","4,77,385"
06-Jul-23,EQ,"1,673.00","1,687.85","1,660.40","1,673.30","1,674.80","1,675.00","1,674.63","1,757.50","1,337.00","2,60,78,272","43,67,15,47,685.50","3,77,109"
07-Jul-23,EQ,"1,665.00","1,675.00","1,656.30","1,675.00","1,659.90","1,660.40","1,663.54","1,757.50","1,337.00","99,63,168","16,57,41,55,973.95","3,20,533"
10-Jul-23,EQ,"1,661.00","1,676.75","1,649.70","1,660.40","1,658.00","1,656.45","1,659.09","1,757.50","1,337.00","1,91,99,221","31,85,31,62,737.15","3,17,755"
11-Jul-23,EQ,"1,663.00","1,676.00","1,645.50","1,656.45","1,650.00","1,648.40","1,664.90","1,757.50","1,337.00","2,53,35,213","42,18,04,75,745.65","3,79,237"
12-Jul-23,EQ,"1,655.35","1,666.30","1,627.15","1,648.40","1,636.00","1,632.95","1,643.87","1,757.50","1,337.00","3,54,79,179","58,32,32,00,837.30","4,98,866"
13-Jul-23,EQ,"1,656.70","1,657.45","1,638.05","1,632.95","1,644.55","1,641.10","1,648.62","1,757.50","1,337.00","2,09,56,773","34,54,98,48,532.65","4,32,632"
14-Jul-23,EQ,"1,653.60","1,653.60","1,635.00","1,641.10","1,645.60","1,644.50","1,642.71","1,757.50","1,337.00","1,23,63,607","20,30,98,76,686.30","4,62,491"
17-Jul-23,EQ,"1,650.00","1,682.00","1,633.00","1,644.50","1,678.35","1,678.90","1,660.51","1,757.50","1,337.00","2,46,26,464","40,89,25,07,962.10","4,35,163"
18-Jul-23,EQ,"1,698.00","1,704.00","1,670.00","1,678.90","1,678.00","1,677.50","1,683.83","1,757.50","1,337.00","4,05,38,409","68,25,98,72,564.30","7,04,526"
19-Jul-23,EQ,"1,681.10","1,688.75","1,675.00","1,677.50","1,684.75","1,685.10","1,682.45","1,757.50","1,337.00","1,64,67,567","27,70,59,15,264.20","4,27,479"
20-Jul-23,EQ,"1,681.15","1,692.00","1,680.00","1,685.10","1,688.90","1,688.75","1,686.08","1,757.50","1,337.00","2,81,05,474","47,38,80,96,303.30","4,33,278"
21-Jul-23,EQ,"1,680.00","1,689.80","1,673.25","1,688.75","1,677.75","1,675.75","1,680.80","1,757.50","1,337.00","2,10,77,124","35,42,64,65,573.70","3,37,174"
24-Jul-23,EQ,"1,678.50","1,684.65","1,670.10","1,675.75","1,679.50","1,678.40","1,677.75","1,757.50","1,365.00","1,60,89,722","26,99,45,70,123.70","2,96,190"
25-Jul-23,EQ,"1,684.65","1,699.00","1,678.40","1,678.40","1,694.55","1,696.60","1,692.19","1,757.50","1,365.00","2,79,96,298","47,37,50,21,905.75","5,34,396"
26-Jul-23,EQ,"1,699.60","1,699.60","1,688.00","1,696.60","1,689.30","1,690.70","1,692.97","1,757.50","1,365.00","1,23,97,179","20,98,80,22,760.35","2,51,108"
27-Jul-23,EQ,"1,699.90","1,703.00","1,667.45","1,690.70","1,676.95","1,673.15","1,681.08","1,757.50","1,365.00","2,98,70,651","50,21,48,60,523.75","5,06,283"
28-Jul-23,EQ,"1,661.50","1,668.90","1,641.10","1,673.15","1,642.90","1,643.50","1,649.58","1,757.50","1,365.00","2,05,07,842","33,82,93,21,793.55","4,22,378"
31-Jul-23,EQ,"1,650.05","1,656.80","1,638.70","1,643.50","1,650.00","1,651.20","1,649.01","1,757.50","1,365.00","1,72,82,503","28,49,90,54,865.30","4,34,555"
01-Aug-23,EQ,"1,654.45","1,667.45","1,650.00","1,651.20","1,660.00","1,662.25","1,659.39","1,757.50","1,365.00","1,76,97,094","29,36,64,53,399.30","3,85,496"
02-Aug-23,EQ,"1,642.00","1,651.50","1,633.15","1,662.25","1,641.90","1,640.50","1,644.34","1,757.50","1,365.00","1,40,58,161","23,11,63,46,478.45","3,80,609"
03-Aug-23,EQ,"1,640.00","1,651.35","1,623.00","1,640.50","1,632.60","1,628.65","1,633.08","1,757.50","1,365.00","2,88,36,973","47,09,31,13,412.85","4,39,722"
04-Aug-23,EQ,"1,635.15","1,656.50","1,629.25","1,628.65","1,652.85","1,652.20","1,641.73","1,757.50","1,365.00","1,86,94,152","30,69,07,12,012.15","3,10,206"
07-Aug-23,EQ,"1,663.10","1,663.10","1,647.55","1,652.20","1,651.00","1,651.25","1,653.09","1,757.50","1,365.00","1,41,50,459","23,39,19,43,678.55","2,56,889"
08-Aug-23,EQ,"1,651.70","1,655.60","1,642.05","1,651.25","1,649.00","1,649.90","1,650.13","1,757.50","1,365.00","2,18,86,914","36,11,62,74,511.30","3,00,979"
09-Aug-23,EQ,"1,653.00","1,654.50","1,631.10","1,649.90","1,652.70","1,650.50","1,640.24","1,757.50","1,365.00","1,66,80,618","27,36,02,30,365.00","2,28,397"
10-Aug-23,EQ,"1,647.05","1,654.25","1,631.00","1,650.50","1,638.00","1,635.85","1,638.99","1,757.50","1,365.00","2,53,90,559","41,61,49,59,546.45","3,32,263"
11-Aug-23,EQ,"1,638.40","1,638.40","1,616.20","1,635.85","1,620.90","1,618.80","1,625.76","1,757.50","1,365.00","1,41,12,911","22,94,42,47,784.10","2,71,050"
14-Aug-23,EQ,"1,611.00","1,615.00","1,600.25","1,618.80","1,608.50","1,610.90","1,608.96","1,757.50","1,365.00","1,56,52,205","25,18,37,94,816.50","3,49,385"
16-Aug-23,EQ,"1,583.10","1,609.65","1,581.30","1,610.90","1,604.35","1,606.20","1,596.67","1,757.50","1,365.00","1,70,68,771","27,25,31,51,750.90","3,00,850"
17-Aug-23,EQ,"1,597.60","1,609.90","1,594.00","1,606.20","1,595.00","1,597.30","1,600.21","1,757.50","1,365.00","2,64,42,020","42,31,28,60,300.10","4,00,922"
18-Aug-23,EQ,"1,587.55","1,596.30","1,585.50","1,597.30","1,588.70","1,590.75","1,590.59","1,757.50","1,365.00","1,28,16,683","20,38,61,33,002.30","2,82,239"
21-Aug-23,EQ,"1,600.50","1,600.50","1,587.00","1,590.75","1,587.80","1,589.50","1,593.07","1,757.50","1,365.00","1,09,18,635","17,39,41,09,160.45","2,41,780"
22-Aug-23,EQ,"1,596.35","1,598.00","1,580.00","1,589.50","1,581.45","1,582.70","1,588.09","1,757.50","1,365.00","1,61,36,785","25,62,67,13,594.35","4,20,291"
23-Aug-23,EQ,"1,580.00","1,590.55","1,573.25","1,582.70","1,588.50","1,586.60","1,581.99","1,757.50","1,365.00","1,82,49,294","28,87,01,23,207.45","3,29,674"
24-Aug-23,EQ,"1,593.30","1,596.20","1,576.15","1,586.60","1,579.60","1,579.30","1,583.60","1,757.50","1,365.00","2,15,72,896","34,16,27,75,004.65","3,97,769"
